id,name,artist_popularity,followers,genre,total_streams,total_saves,total_shares,listener_growth_rate
4kNY4vhWnnKs4pi4Oaa23C,Astral Orange,4,141,,598138,54655,4881,0.05
7o0DbCO8JrLSb3Q8c8rFpk,Nirvana Meditation Orchestra,4,1021,,558491,76827,6404,0.04
7GG7hXq4mIGi1wYnaGs60I,Tours,4,624,,753366,72525,6183,0.05
591NCOXBSBynKBal3rH3u4,dedw8,4,189,,731621,58520,6812,0.05
1Nw3vbIQSdHNjoGFYg8C6o,Roman Naboka,4,224,,522637,51648,7610,0.03
31hciZ1OYYrRfFK2s8Xdwn,AGENT LILY,4,427,,701867,58528,5263,0.04
7M2ub8hxk5O3S0tSZOcFn0,Mallz,4,105,,756432,61144,5957,0.02
4Kdzk2STdhlTDzf3NvqABP,Frvme,4,3052,,451726,66039,7080,0.02
7nlrp1LIXYJMzwcJLmRPKY,Akasha Kid,5,1772,,943822,94807,8746,0.04
7EIOI7selCZzI3FrEViTgm,CT,5,53,,621586,62448,6203,0.04
4ZyAD8NwhatTmmGSGeMKuj,Red Cherry,5,795,,655149,96163,6519,0.04
6qyHQswhFfokuIQItEJonH,Very Raro,5,350,,559740,89801,7203,0.03
6Fmls5V62qMmAiyeO1VrBn,Rivaldo Wohon,5,76,,651752,99582,9401,0.05
0VMN5OilKe1Mzs4XXlLJHA,Luyge Jimenez,5,189,,692060,86278,5197,0.07
2pomqgqCEgx5uQlUHY9XzV,The Wedding Piano,5,5,,616143,94285,7361,0.03
0HBCil7hHzCg4n4NXsndMo,Origination,5,100,,871227,74856,9819,0.04
2Pl3Fg4aEqgYeyt3lpESkk,Sage The Creator,5,66,,607646,81001,7874,0.05
1C9vAlKy6WNhT0VWoApIDQ,Alex Dprs,5,15,,893627,74609,7242,0.03
2rHjzMZMelbREOO0liIVS4,Sweat,5,523,,731766,68721,9491,0.03
19XoFUDxBzZYPsFqRBu6tG,RED CHRISTON,5,27,,679455,67419,8982,0.05
7tNwBXigU9T7Hx115hMWwB,Barefoot,5,1028,,928364,63247,6916,0.03
1X9hVjKIFXtl4ubuULQQWb,crumb,5,732,,648141,73124,9890,0.07
5kEQ2gzKBA4wDYEd1lbg2e,Modern Rock Heroes,5,1181,,971360,64341,7762,0.03
1PWrgKgCeMFPn9Kyrsq4zk,Crevans Rise,5,14621,,513082,87541,9642,0.05
5qdcLlzlUcaPyPmMLIuoZq,Puddle Jumping,5,24,,917936,94883,9229,0.05
3NGzlEJlZf8DGjNPxyTkPD,Ian Kenville,5,263,,593889,58782,7811,0.03
0Qm4nARNFvCPEw36xEZhpQ,DM84,5,69,,984383,99844,9689,0.07
3S4vgJs0EZayJzdOo4HwDe,Jonny Vegas,5,741,,776529,96008,9115,0.06
2KvRySBEokXGM7k854tIK3,Thankubryson,5,43,,552085,90491,8205,0.05
1aUfn3B8x4PF67MaJVAQny,Chords Of Chaos,5,1591,,598978,92070,7329,0.07
2d4fhcfY44WxsJ3F7sMawt,Jugg Knight,5,24,,704351,78936,9164,0.04
3jnZEy2wq3tgafWw3YhD9R,Kid Finesse,5,723,,665165,92052,8557,0.04
0uMfZ85Zbv3HVdgl2Vvuvs,Motion Church Music,5,747,,789901,90306,6483,0.05
59AnwS9XpuYZbwjM6Zt3wf,Nirvanaj,5,285,,543943,77398,8094,0.04
19mI7kCtmNqv0MaoE72zYZ,Jordan Burgett,5,538,,871825,93485,5089,0.06
6x5DbcOLrj8CloBueCEMEn,Theodosiopolis,5,21,,599365,75962,9327,0.04
66mfBRBeV7Zz6XqRzFZGr5,1rst Day of Christmas,6,55,,840409,71118,9208,0.05
3NNZFTvgf4sNhMbkjytQ6F,Pariah Pete,6,1386,,879304,110792,9975,0.06
26mB1G9t1Mb5iLFLl1KyDJ,ICONICMARQO,6,559,,1079976,95685,9749,0.04
6bFJcI4nkAphJ4oI0UvUIK,Jaya Vidyasagar,6,218,,640446,118602,6537,0.04
5X7apuIkBRdp7pkgojP2gk,Yuluco,6,170,,738826,98223,9503,0.04
1l7anMZbLHad4MquOP8qSc,Bleed the Pigs,6,490,,959454,109509,10735,0.04
1anAxv5kVPBi4JVccMh6I8,Honky Tonk Confidential,6,95,,823538,86273,11638,0.06
0UmYpPuuvJEtW7Yh1TCyzy,NivramaG,6,118,,1073435,116972,7210,0.05
0ciNlHAkUTkFrV92LGRDDo,Bartek Wąsik,6,736,,820220,73124,10310,0.03
2ZMjq4QIuqqqvhJoH8CzM3,Technofight,6,189,,697855,73682,11905,0.05
2JHt6s09MXRC4fz5dGvohX,Family Smooth Jazz Academy,6,56,,713046,108135,11340,0.08
45BAQUdvxhgioZYmYigs20,Asteroidea 2000,6,75,,661435,71929,6503,0.03
3LXrsHIrDnnxHzKucONSjf,The Richard Fuller Quartet,6,30,,999416,75280,8976,0.05
4DyDsTZASajZFpfOdBvSsk,Radiogeist,6,221,,869628,63638,10340,0.09
4b4aKNZQbiXhKtOlfDWPrK,Foreign Press,6,121,,736441,67194,8860,0.08
09RH0wDoPyG8HFuaDfgrc6,Dave Ross,6,1017,,835938,118771,11511,0.06
3pOqpScjMKJUUQTS5nowWy,Caravaggio,6,301,,1178704,118273,8961,0.06
4LdfFPlpWIO88Z890SMPPO,Nirwana,6,278,,1120991,81362,10683,0.08
4x3uvO08pCtr7DjSeeULpd,John Dickson Carr,6,27,,667571,62892,11624,0.07
4zHXosXM1COlq8nGN1Q9gO,osquinn,6,7125,,716229,77351,6145,0.05
0b1Sm16yZ6gUm3xYTX0U7i,Raven Rivera,6,100,,982993,100315,7286,0.07
6KRt1Vd7VlZFLRbkpmfWhW,Fvamous,6,264,,1169408,80784,8161,0.08
0pC2qF0P7SFLtbn1p7KtyO,Joshua AKA Free J,6,469,,1124845,95342,9146,0.06
3SxruwD4JdPNIldKg5NXMQ,Hezzoo,6,42,,920472,95410,6539,0.06
5WC3wAuAgfeI9Ac8ZRbEoI,James Thorpe,6,77,,1107526,92944,8742,0.05
33ozdybzMfD79jtdHu3DfS,Daniel Waters,6,425,,822136,63115,10800,0.09
1jkbnsh9XNM7RRYWElt20Y,Mellow Meditation,6,28,,960994,66659,8554,0.05
1YG6AueO9NXHk1SNjsN2n1,Petra Fiyd,7,362,,1131353,126202,7655,0.05
1vutula4OyqnyQV1vVV5p5,SVH,7,59,,1208058,104381,13686,0.04
2f0J8btlaQDuTAtB7kofan,She_luvs.jay,7,95,,1287747,138075,12393,0.04
5xDWnlMgaOz7aCMZ6Xv4jC,No Slime,7,275,,1162430,86872,13192,0.05
4o3YZBfpWvPKC1J6Ir0Uo1,Joy Autumn,7,247,,791038,139262,13095,0.07
6UElpD4tbSPtclmMOY5Xoz,INNEY,7,9,,1179933,134185,7950,0.05
4aryGJC345xbc9lYgvrc4X,Trappavosh,7,71,,1027983,92837,11106,0.1
4y23jcdRkLmwsAE1OKYoM6,hiraeth,7,148,,1024591,109595,10685,0.06
5hQA5ukNFv7XZGadKiDgy0,Alexay Beats,7,142,,1342308,116441,7001,0.08
5l8ZmPGdzVLHx3aOmpQMrD,Black Music Big Band,7,955,,1079201,118013,11354,0.06
25abebosL3tlYaQtvXJQXl,Khaos Stone,7,43,,971638,116939,8871,0.1
62NuTg9bARTnbNBe9htQCS,Scayne,7,142,,842238,74867,9165,0.06
1F3tdsDNC6zVpTps8IBKVd,flowflow3r,7,32,,894977,117718,9147,0.05
7tSBEHHzdZMSi8r0BKy4tT,Dreamora,7,52,,796709,95161,11790,0.04
36HOlQ93VrxTjefWBuTg8m,Franz Alice Stern,7,636,,809075,131618,7827,0.05
2ByUphTOlBx8LSdiwx6967,Red Hot Riot,7,752,,911095,82633,12688,0.1
0l5NC1K9IGIgDOiAmytaHa,earthfaith,7,1202,,980755,87158,11801,0.08
2kxsyFxHrOrnMsjbzx2A1G,Carey Blyton,7,230,,1287589,85062,7552,0.07
7KR8XIAptzPiZ0KusHpdKB,Flow3rs,7,372,,1263141,81407,8568,0.06
72hfPxqxvmcCKeYNfAfUhy,Swami Nirvanananda,7,409,,1324363,113169,7099,0.07
2yAwY9U2N19I6AkheQ4foL,Yogsutra Relaxation Co,7,1743,,781689,92661,12706,0.04
4NQoWarxdGde6WRlPwDCk5,Paul R. Cuddle,7,142,,1201002,97077,7651,0.04
3EpRcYs4gAfGEi3dp7Qh75,Mara Bloom,8,531,,1213752,116322,10802,0.08
3iEYbp8D0L0ldQv6lRkZzR,Y-Limit,8,1001,,1457399,92709,14952,0.1
3cG08DQPpxlpWaq1TsrwqB,Dj Galfly,8,723,,1390438,88299,8656,0.05
593sOgprUn1xOjjQJVOg8m,Ken Holloway,8,988,,990467,118283,15036,0.08
66mLXI1WW8x2kCl9HReln8,Yung Trey,8,2736,,1011995,139618,13676,0.06
6F1NyQqYGPtjfjSif0udKM,Maqus,8,87,,1030890,157644,12661,0.12
7hcqMqEdbzm6mWglVaF8tw,BB St. Clair,8,199,,1556872,155671,14942,0.05
6Ik05xk35JCgHGfkRHAJYc,Pat James And The Whole Truth,8,45,,864549,132083,15748,0.09
1YtkC4ZpLnKkzrItT88pXf,Brandon Kai,8,1150,,966709,156061,13058,0.11
2hELMy5RXihmCZMgbHBOy8,The Whole Peace,8,2789,,977531,145179,10836,0.09
0I8tujvgi2zdP3k1u5X6NQ,Whiteweek,8,304,,1508381,109207,11909,0.07
00r5oz13B2fNz3pj4fNJT3,SCREW,8,27,,1356612,116757,12009,0.07
2nghgXfng1SMr6boIXP2op,Radio Heart,8,807,,854220,122520,9979,0.11
1maxPRllLq3HwNvtDb1jMV,redhorse,8,593,,1339230,154201,14761,0.11
4nMJn2aEg3mpEwu628igXN,Lily Talmers,8,1304,,1018106,134378,9734,0.11
5pLAhkd9wtRjYf1cPSpZE8,Mad Mulligans,8,247,,1592202,84515,12972,0.05
15rf7Do7PBp5yWuQqttDqN,eyeto8,8,1096,,1014203,138919,12856,0.06
4i9aoRA1V5wafcs0dQESax,Phil Marcoccia,9,26,,1258040,155645,15499,0.11
3FW4HciaEWZQIoWrsd9gbE,Dead Schembechlers,9,440,,1196056,143928,11488,0.09
5eXJw7fE6oHLyatW46n7Cf,Jake Luttrell,9,130,,1736178,97820,12175,0.13
4jkYOy353YjbWQKopDZWf8,COMA ZERO,9,2287,,1765830,172578,11159,0.07
3J5rbSnj1rXIu8dlwnv3xd,P-Kid,9,400,,1691753,132369,15070,0.09
4f8xAYr6GOkZNtfNUktetK,Raaga Babe,9,58,,1210966,127721,12351,0.08
7sQRtC51ap5vv8WqVL33Cx,Singer Jah,9,1206,,1426821,117439,11721,0.11
6mNXLnSlCz3GR4yoqxqLUj,THE TRAUMSTER,9,557,,1720935,171920,16036,0.06
6greoBh7nhf31D4jypx4EC,ENONE,9,344,,1125341,171545,13703,0.09
6a43OsynGw8V6RjymA5dOv,OK Rainbow Thief,9,918,,1484524,130711,14133,0.11
39PmrwMqVy57R1oQX4Gf24,Thomas Moore,9,246,,1162273,151181,9952,0.08
4CTURx9lZOLdwV4z8kIoRv,Grandamme,9,545,,1284885,112493,11468,0.1
2ccWCD55KETK6AXNOlHvy5,Bear Hug Band,9,114,,1560197,131387,11843,0.13
2uNEQg28ssbcDD9a9UL4Zt,Zach Scheels,9,999,,1553820,101688,15261,0.1
2oS1IvjXBYVherjyJSs3GO,Jeanne Firmin,10,1,,1355026,196542,17029,0.1
3bZDpvTgd43kLl5AFRLGAE,Noumenal Nirvana,10,4,,1413255,168334,14553,0.13
6BwDYz3hBILSQYaP2gJMQq,Buddhist Meditation Temple,10,596,,1261662,183217,17816,0.1
4q0uaDlTdpdTNbf79Ty0mE,audiostrobelight,10,1725,,1463671,122945,11126,0.06
0DsLY7Jo0fz1V55yckTD5Q,Nirvana G,10,411,,1062227,100774,13514,0.1
2626fH7KXjDGrk3KBpStw0,Nimbo Nirvana,10,0,,1635646,159682,12417,0.08
5Zl9VaZUCcLF64614o1Zks,Drucker,10,177,,1453358,131888,12967,0.09
2gsbkYtpzpPmOBWBtYf0qW,Matteo Cima,10,188,,1216868,130660,14885,0.08
6NW27DJ2llF1ghs0KD7yvM,Cry Tuff,10,188,,1751273,182460,11881,0.07
1k5CHqlk17Yo3QMvF51jkQ,Levik Loschak,10,573,,1930291,129500,16434,0.05
4IznpxXGXg4GN1LZbNchWT,HBK Leek,10,55,,1477689,169552,17579,0.09
0P6womq2KQJLMKBG0oqTiv,NirvaZenith,10,7,,1523574,127002,13105,0.13
7lw0xI8tV0PadI2OatBuG9,Bumpÿ,10,182,,1778657,181019,18211,0.07
3fZKCj6O0KB0A2OHl3mT4z,Nakima,10,42,,1789778,152282,12854,0.07
6dCZMFSq8pNYnE28hlqOYv,Tromso,10,38,,1821597,171219,17647,0.13
7fka0zRH6vpIZTLbCo060O,DR. JIT,10,272,,1567784,141546,19470,0.12
0IYQ07OxEGeYGlp5BAqCvi,Beton,10,316,,1669161,196945,13290,0.06
1X9C7PsO7fveD0clZCexU3,Hotyce,10,496,,1618240,170123,13344,0.07
5A8o33MeXN61XNAGQgeeWx,Red Holes,10,128,,1918983,170144,16595,0.15
1dlr1pJzOLPUD2rfk28up8,The Strong Struggling State,10,24,,1666715,197442,11405,0.06
2G20KAyFA1b9rXC502BFUd,Jeff Adell,11,2512,,1944932,180846,12997,0.14
2LvxiFQQQbcAeCb1kamMNy,MK-Official,11,571,,2184986,114865,19894,0.15
26NIZtHQJmzf9M0l2JZhjw,Nirvana Melodies,11,681,,1701570,219449,14595,0.08
5gw37pv5Wq0PDT1lXEOXFd,CTRL X,11,1389,,1120742,152862,15476,0.07
18Nf9PTW5vY7ZPzuIzqVCQ,Varadi Janos,11,60,,1636720,210024,17950,0.16
71rYpBihdodL7zlnBokoJX,3300,11,469,,1615065,119629,17565,0.11
3wL1yoGXo19m39MBUk4GRp,Siciliano LX,11,74,,2140213,147045,16493,0.1
5Yst8ocYJuFir5d09eNFj8,Tonee C,11,345,,1809590,125656,20876,0.11
4mfLNjZb3YjvwGiUi9tFPM,Ebony & Ivory,11,618,,1747595,180697,18261,0.15
45bv0fqFJ2IlcMuzMRuhNy,Cheese On Bread,11,1655,,1662993,160104,20132,0.16
16tQnVelLYMb0yWHxxXtEt,Akela,11,159,,1924359,167010,11050,0.13
2yqiKk9pnd0lO81By6lraN,uri3s,11,1,,1945756,147053,17578,0.16
2MwIt25j8VkeQGq4ij95Zr,Eliz,11,65,,1361386,132438,18676,0.15
4X8mmainquDA8QYFAkHWTl,Zeiji,11,405,,1305914,190665,12888,0.06
4O7w3E3AWOHBYBjQv5Xy6u,Life is Positive,11,39,,2199272,180924,19357,0.08
0bH29Yv0dJkaB8mSe0S4eI,Rolo Runs the City,11,33,,1300568,187246,19948,0.08
2AlvElTFLM7C6VdM7uu7w8,Yung Low,11,754,,1976537,161608,20380,0.11
41HSllxl3YUHl2yt0askxl,Red Hot,11,368,,1353920,219402,13391,0.11
4ppBFM2n80vhREYxVxNksx,The Dave Melton Family,11,20,,1895080,191912,15504,0.11
1ZP71cqO4xor5i3gqhuRHx,Emma Kade,11,309,,2072004,111140,15203,0.15
6N3vJr4XQqe3WOuqv5cfoZ,Sadboy Froggy,12,11,,1659899,125094,22839,0.08
5ZZcFegPlj4fym2rNYPfOc,Lori Lanez,12,27,,2023879,133198,20652,0.11
25yu0W2R9KTCI8YMxyfcvP,Don Buri,12,87,,2123031,173759,23624,0.08
6Ye3j17VAZMvh1v24l1hXc,Angel + Dren,12,2616,,1442635,122983,16558,0.09
3AAXpXxPmJGJayuExIf1d0,Doxa Worship,12,425,,1943562,124160,21666,0.1
77SDoySENnklciNjGj3KBE,Aude Tasse,12,1,,2192641,164421,12837,0.13
3L8gxm0Du8WGdt7fehF0j1,Shay$hak,12,1481,,1242610,156376,18004,0.16
1YJQ6X2HtbL1xNTfPm0Ft7,nicole amoroso,12,2308,,1666761,162665,21312,0.11
5bMCpKOrT4UVDjNaHWj1j9,Chey 9,12,3450,,1534118,162268,23785,0.09
1GYUN0Foh8sWhbyhDSKQmb,La Ventana Studios,12,261,,1944920,197038,22843,0.07
3gET6vVLNBbsc4a2tmvRJX,Soft Romantic Jazz,12,301,,2369520,168355,15230,0.16
44fYxkNmeiCghL4JfwfWJt,'Carousel' 2018 Broadway Cast,12,670,,1616294,158679,22571,0.11
3dAsu6mpCvUpv2GglJlkSG,Orla Donoghue,12,83,,2344520,224666,21906,0.12
7ydpneBAwLegNysaViOxHA,Red Hot Org,12,1717,,1969525,232417,21053,0.07
4P4ITExhOOyzrvyMZNytX4,J. Brian Craig,12,1189,,1960711,220542,23468,0.13
78UovM1BTmluGr3Md1dKrh,Debu,12,2368,,1728576,215359,17925,0.15
05uxAPm6Du8kWS3KUm2lv3,Yung Poppa,12,43,,2319676,152574,16486,0.06
3Bk9RVffvDP5hKl7tD8pa1,YUNGNiXU,12,37,,1224293,143913,16555,0.09
1mjTRnDIkPZxCt2z9Syu3z,tyler maine,13,2258,,1977626,164744,21006,0.15
2lqu0ygKQtJPmr3TJFZ7WI,Elaine Martin,13,798,,2169444,145430,16629,0.19
5M9kn0Br7jR3QKBjFczR07,Emily Strang,13,2971,,2095923,252273,17072,0.13
79ZDRitxewVRXeu5yECx6Z,DROXXX,13,1759,,2421917,151307,20035,0.19
4WpfwAn8pjECxGiHoDyvsT,Hit Back,13,625,,1475526,239014,22748,0.17
1JdgagIViwpOrTXUGIaG95,Kazuki,13,203,,1679460,215534,18188,0.17
40cBiaNLVUT1yv8HFmswaz,Age Of Rock,13,631,,2031369,159498,25152,0.14
1UlbGHnP06SknZTR8yLuDR,B.U. Ent,13,3,,2449998,218134,19097,0.19
22vLwzKq6QkWH73t1dgSFP,Villaboyscottie,13,363,,1447339,142125,13033,0.11
1Fx2qQrw6nSIZDe0yr6nGR,ASMO,13,79,,2466169,229369,16169,0.13
6hdsGgYpjVWOtPfG5L5YKJ,Sanjbae,13,290,,1838762,196166,18537,0.15
1oiMATyIRES0AwQohWS9Nh,Jim Wolfe,13,283,,2005245,200568,13090,0.07
2lYXh1nkiBVSAloZw2YQqD,DAMOYEE,13,2904,,1972072,149652,13498,0.13
0KScM9veS162tzcW7NaUmv,Nirva,13,2761,,1474883,257433,17506,0.17
5JrMumeLRSqeGaBxCkpWzU,Anna Fowler,13,1270,,1518126,200969,22237,0.17
0DuKzOsqya4r4mSKA9mNFV,Nirvan Lotfi,13,363,,1376834,183447,17265,0.17
5ePLvYbCUJZod9rHR2zWAn,Crystina Ventura,13,1134,,1439106,165823,18187,0.08
11QD1eAXOc8fdYSFE30bpp,Isaiah Wallace,13,5636,,2323695,203546,16625,0.17
3UTEmI7DtV7i47Dn3YqWH1,Young Black,13,1609,,2464415,132244,22000,0.18
0KXS9oMZUGBvfYVxz3KJA9,Quintin Forestier,13,1,,2276063,144953,14289,0.1
6HPBmpyVcJml19j0K2NPkU,LIL BIL,13,143,,2181175,187994,25477,0.14
4sSWRqmiYj0BZsBd2XYQ6V,J LyriKal,13,248,,2138424,211205,22313,0.18
50SgXc9B7qozjsO7qRhypA,Red Eddy,13,117,,2418485,153100,19469,0.11
2u7FyJzdLQbxnYE0ecIqjJ,whyetc,14,2641,,2316395,141091,22544,0.07
5MF8Ou7fHNxFRIz4u2zUQ5,Jinx the Fox,14,6282,,2062061,248984,25906,0.1
3KAUFGpmJYF9HLbpXtCVzC,Joe Shane,14,63,,2413124,266978,22642,0.12
46cozSQsKRGE7eAJrbHmS1,Essence Reliford,14,207,,2586933,210197,16505,0.2
4EDYDh0DvUsBzXOcrC5eh6,Louis P. Author,14,224,,2722044,249171,27697,0.08
37TJmJvVHDSI9Ach5Zvs31,Laddi Gill,14,65,,2365650,231552,14475,0.17
6h0eUk189teq5pbyRTyXre,Wax//Wane,14,2685,,2568531,201019,16160,0.12
0Sgny7vtZJ52dygdx7zq03,Jeffrey Nothing,14,6762,,2461684,199735,15584,0.08
6NipWGZlintcjFnc0sHpX9,Brand New Rockers,14,989,,2145860,258428,20156,0.12
4h7jfiWxxraCvQh9uJ9OoK,Markusiano,14,4869,,2382423,140884,26287,0.19
18MRoPbxu2Z2RwBJFt1OI6,Coby Brown,14,671,,2035736,217511,24342,0.1
1615jNQAj1zyVzgskUKbcv,i_wxnder,14,107,,1790059,238502,14318,0.21
0uiY0d3PRWYW7iWu6sWHPZ,Dj Rosell,14,565,,2751142,262634,17257,0.08
3Gx9tIvX2vV8fIz9rBmXY3,Mr Creep,14,866,,2241746,279138,14933,0.2
4dBk5KsReHwZVji0IQ2pOG,Satin Cali,14,1644,,2701151,232791,17199,0.16
5XcDuhnBcLV9JcGT2yaiE9,Charlie Kim,14,431,,2382737,166198,25565,0.19
17RYIS3TFidOqTcD7qXPDa,July,14,412,,1683115,146266,19029,0.18
026cfb1v6XifVe4poTRAoe,Top Of The Poppers,14,2395,,2098859,264373,16753,0.2
0gOh7iBwkt9WYpuDlsDcu0,CJ and Friends,14,979,,1668435,150896,22354,0.08
7dMcLsBFbo1ArURzc2DeKL,Young Zany,14,328,,2302345,189058,14802,0.14
6msaXg2oHJLtyWD4PoZpkE,Werewing,14,2020,,2110986,243727,18281,0.11
06oMsLAdRxvJ5clMwZ8KB7,Nirvana Nostalgia,14,32,,2146495,271093,20378,0.09
6cbqkaBsKV9PH4sOX9Wokm,Jay Norris,14,161,,1412572,199420,21316,0.1
40jilwmb8ICND5cplMyiLs,Pisces Rising,15,1686,,2293492,268666,20916,0.21
2c6jzak4mENq0Y9aMjFHpH,Hostages,15,2942,,2515151,247409,17532,0.08
2lI6OvhOdgOtTxFjQy7KFE,Fantastically Great Women,15,447,,1636043,223414,23534,0.19
3yiXVFS1HbuzJJ1nlxX2dZ,Lenoize,15,435,,2049142,271022,28033,0.2
3yjFkl9flkgABzGwPPdz6Q,B From E,15,2108,,2552447,196251,29087,0.08
5KR2ZG7AoVSeOIAq3sjhvD,'Om' Alec Khaoli and Umoja,15,905,,1944161,242809,22896,0.18
3Kshlt7eUBhL6B6qRxnEBn,The Vega Brothers,15,209,,2499031,234668,20599,0.14
2DWizIMcLYBGj8szkalo8A,BLESSQ,15,209,,2759969,156553,26218,0.11
4zQnlSlfg2Hy87ULJpjzkB,Alexander Vera,15,339,,2646118,291096,22660,0.15
3UEn2IgdipV6mh0sgrgARY,Donutello,15,631,,1583886,247849,21816,0.09
776zwehFOhgZJr3iwN5OeA,The Treebees,15,261,,2247273,299279,18966,0.18
6eMGUAfBR800vC12lvZ8Fa,Glenn Gibsone,15,18,,1995077,152291,17018,0.16
2AOncPq9EXdS9Qjt51voNC,Rojobarcelo,15,363,,2473466,185800,19903,0.16
2zkhSQ8zC9AdUPNIqBSpzV,Bill Pere,15,24,,2351855,255872,16125,0.14
44dyyyxG0bUCLgVRmXQvC5,Nirvana Meditation School Master,15,501,,2049500,248554,16215,0.15
4sSl9r3xkeP3EDBnZDePC1,Whop,15,2968,,1818152,199759,24500,0.19
5saowJ1itYDsVZG8Bp6pPo,Bell Chenko,15,149,,2000835,238206,29852,0.2
0UOiiXtpy9k6zCOFyQSi3D,HardWire,15,480,,2504145,247404,21542,0.21
5ZaWt6IJl4BrtcooWoS9ar,VultureBoyy,15,134,,1824960,246320,24022,0.1
3PHINeFbB6G2DnaEdno1ew,Jules Burn,15,114,,2098132,244274,28644,0.09
38SyTmaiqF8l8gg5SUy1KM,MTZx,15,339,,2606780,196418,29036,0.11
6M55A8eviBUXGxE0p2HQ3a,Luina,15,632,,1702936,218334,29214,0.14
6RL9GMdi3hv1BdOFKIBCvH,Rollen Poole,15,374,,1724009,249269,15228,0.22
78Xwc4m4KtH2BPDLFDOQVd,Paul J Rogers,15,153,,2720117,229537,23069,0.2
6kDZicjdeXPp89Ji4fC3PO,MadxMaxx,16,123,,2298831,298631,16092,0.09
2RgDAPPu4x9CtJ2msDPh9M,Miss Machina,16,774,,2536259,308551,27019,0.23
3o55UeE5MplrwGMrF5kLye,Ogulcan Gok,16,1594,,2552721,225511,29276,0.13
5epUHphXY77NZnEhyXf5tY,Musica Relajante Música De Fondo,16,120,,1861878,160961,30742,0.24
4HVExwwoYwI3xhNcNSH5Jh,Fenix Darko,16,430,,3150513,267098,21906,0.22
2AO8jjOe8eMMClRvgzyFgt,Flyte Corleone,16,1429,,2129910,190638,18976,0.13
6rTUpaGDseTWJW7f1NA4bT,Rosy Barbie,16,550,,2753103,200124,29975,0.12
3T1RyRHwjOH22Bl04uMffB,Thugli,16,2134,,1702673,316987,16884,0.22
7rbeVY8ldLpvwuXmMUq8Ak,Benzei,17,861,,2021622,252499,21982,0.18
6K9ze8XqRMTxiHcMe7bZsW,Strapp,17,2106,,2504962,320027,28459,0.21
6H6jdaRGu5LT890jnyeO5z,Natural Scenic Vibes,17,11,,2169309,279041,28820,0.13
22kJefNRRuhLJDYzVbFrW7,Immy,17,742,,2865048,292193,25863,0.09
3DbCiwrbBPRRuCo4UvLl8c,SPIRITSAVER,17,2501,,2949961,178131,18004,0.16
1Dha3TduO0PBC7aRD84PHP,L'Isle,17,1381,,3118914,276528,22228,0.11
6VkcVPi8v8CbABTcDtj2TK,Eclipse In Silk,17,25,,2090280,262403,17719,0.25
7HBn9gTbrzm4t8YG1mI17H,MYRIDIN,17,728,,2621091,222297,29814,0.17
5mwau5F6SSGfuMYlGHQJk0,Nivram,17,1508,,1827339,248965,23363,0.23
7HjHyTSujtxtT6QTvXh2K8,Celine Vong,17,2650,,3257520,339928,28740,0.14
5uLSGCYP01zVXlDdSosauQ,Taz Angel,17,40,,1872321,309891,25672,0.25
5MFY8Msw13OjyHZvFHTMjv,Borna Matosic,17,779,,3277475,280832,24031,0.1
55gLQek3jQJDfijp4Qi2m7,Aiza e Mati,17,2732,,2082175,282969,17819,0.14
1Kyl2iU7QiV6c52D9plCKO,Chili π,17,989,,3235089,173610,29204,0.25
211ei7mBKVPTmpm023Em6Q,Brooks Hoffman,17,516,,2442843,205168,27500,0.09
3a7O4l1oYgfh7PtkaxDkL1,Oso Ocean,18,1598,,2949195,350864,23417,0.13
40xXJeicBWfD9U9V979z1W,Anjas Fvnky,18,151,,2602536,321698,31244,0.21
2HLKqxDX09Khj9728XJhdG,Abhilasha Chellam,18,657,,3290826,205440,25693,0.13
0h0bcBRR09Y9AKCYi727Tq,Sabine Murza,18,73,,3222411,230871,33543,0.26
2MRE0EnE3kUdMOsOGeBSG3,Scribbles Who,18,9994,,1976886,268551,29930,0.1
7pkvi8QLpIhhypX1Ec71nt,Sons of the Delta,18,596,,2961545,208882,34195,0.18
46uRnNRF6lU727q5oXZEx2,The Undertow,18,1394,,2613645,335730,30656,0.16
4gFtwOVP0ozdW5asXUidtk,Red Hot Viper,18,524,,3385686,323799,32106,0.26
7q3xWg0sE9aNmRucLpm4xA,Fruit Fvnky,18,118,,1886388,220843,29729,0.23
14RYY9XL83LYPpsHle6W9G,Original Broadway Cast,18,4881,,2105693,308773,18226,0.17
0YOhZdOQs7srkJxNtswcqO,Stress Relief Helper,18,454,,3118789,277086,25816,0.22
2sJ5Iicthbc9d8Sl1dpeSB,Denison Witmer,18,7241,,1949961,288105,26968,0.21
47SInqfKJkSvShd7MxyWi4,Blarg,18,6141,,2277348,260421,18069,0.15
5aeHybA4WfSAmHKza5HWmR,Ptychka,18,282,,2142538,284655,25473,0.14
52t1vboKhA5K9XAvncIBzR,Cashus King,18,1161,,1965871,275057,20732,0.14
66bsoMnMpLUJJ5KFtWSOjH,There Is No Us,18,2212,,2456001,345099,35091,0.18
0z0FHxk2rmesDvTIKYv4ii,The Way,19,218,,2584876,333122,24388,0.25
7Cmml8pWxvUfTFiSQT8R3c,prod. Joey S,19,54,,2050824,297279,22967,0.24
4bNjkKS2WHnKrafYrFz0LM,DJ Dody Fvnky,19,148,,3425988,257682,34857,0.15
7DW9eqgg0IgQOQBhtCLAfc,Redspace,19,2143,,2000948,197193,24823,0.23
